Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame
1res_A1EON;88;25,86;-48,25;27,47
1res_A1EON;89;26,22;-47,96;28,46
1res_A1EON;90;26,4;-47,92;29,54
1res_B1EON;1;0;0;0
1res_B1EON;2;1,27;0,77;0,38
1res_B1EON;3;0,71;-1,57;0,15
1res_B1EON;4;-0,18;-0,15;0,23
1res_B1EON;5;-1,94;-1,26;0,59
1res_B1EON;6;-3,84;-1,63;2,67
1res_B1EON;7;-5,09;-6,01;3,3
1res_B1EON;8;-7,64;-7,02;3,52
1res_B1EON;9;-8,68;-8,36;4,01
1res_B1EON;10;-8,57;-9,3;4,5
1res_B1EON;11;-9,96;-11,06;5,19
1res_B1EON;12;-9,77;-13,77;7,33
1res_B1EON;13;-8,24;-15,72;9,63
1res_B1EON;14;-10,54;-14,85;10
1res_B1EON;15;-10,11;-11,07;8,09
1res_B1EON;16;-8,37;-8,06;6,17
1res_B1EON;17;-8,73;-3,52;2,77
1res_B1EON;18;-7,87;-3,43;0,57
1res_B1EON;19;-7,76;-2,02;0,28
1res_B1EON;20;-8,71;-1,25;-0,72
1res_B1EON;21;-9,75;-0,81;1,13
1res_B1EON;22;-12,06;0,05;-1,67
1res_B1EON;23;-12,5;2,61;-5,88
1res_B1EON;24;-13,14;3,11;-3,23
1res_B1EON;25;-12,66;3,56;-3,74
1res_B1EON;26;-12,96;3,45;-5,34
1res_B1EON;27;-13,59;3,23;-6,74
1res_B1EON;28;-15,34;3,07;-9,69
1res_B1EON;29;-17;3,14;-12,49
1res_B1EON;30;-19,97;2,55;-12,84
1res_B1EON;31;-20,48;1,2;-13,86
1res_B1EON;32;-20,14;0,95;-15,22
1res_B1EON;33;-16,74;1,81;-15,57
1res_B1EON;34;-16,56;2,99;-16,45
1res_B1EON;35;-18,02;5,27;-15,86
1res_B1EON;36;-19,26;6,18;-15,83
1res_B1EON;37;-21,44;4,66;-17,51
1res_B1EON;38;-20,15;5,01;-17,94
1res_B1EON;39;-22,1;3,95;-16,94
1res_B1EON;40;-23,5;3,43;-16,53
1res_B1EON;41;-22,16;3,82;-15,41
1res_B1EON;42;-22,81;2,58;-17,53
1res_B1EON;43;-22,6;-0,38;-12,07
1res_B1EON;44;-21,63;-0,15;-9,41
1res_B1EON;45;-23,15;-0,81;-9,2
1res_B1EON;46;-25,45;-2,25;-10,17
1res_B1EON;47;-25,51;-4,59;-11,4
1res_B1EON;48;-24,73;-4,32;-11,62
1res_B1EON;49;-26,05;-4,91;-10,8
1res_B1EON;50;-27,4;-3,14;-11,47
1res_B1EON;51;-27,65;-5,68;-13,67
1res_B1EON;52;-29,35;-3,88;-13,48
1res_B1EON;53;-29,55;-4,59;-11,69
1res_B1EON;54;-28,51;-4,64;-12,14
1res_B1EON;55;-30,03;-4,21;-12,16
1res_B1EON;56;-29,72;-2,87;-10,66
1res_B1EON;57;-28,07;-1,43;-10,14
1res_B1EON;58;-27,43;-1,42;-9,37
1res_B1EON;59;-29,28;-1,07;-8,66
1res_B1EON;60;-29,13;-1,4;-7,17
1res_B1EON;61;-28,65;-1,56;-6,28
1res_B1EON;62;-28,54;-0,56;-7,31
1res_B1EON;63;-27,45;-1,43;-6,86
1res_B1EON;64;-27,04;-1,05;-7,3
1res_B1EON;65;-28,24;0,59;-6,08
1res_B1EON;66;-29,66;-0,49;-6,59
1res_B1EON;67;-29,87;-0,22;-8,02
1res_B1EON;68;-28,51;-0,13;-9,1
1res_B1EON;69;-27,95;0,43;-9,66
1res_B1EON;70;-27,01;0,95;-8,81
1res_B1EON;71;-27,71;1,47;-8,46
1res_B1EON;72;-26,77;1,02;-9,36
1res_B1EON;73;-26,73;1,99;-10,23
1res_B1EON;74;-25,8;1,13;-9,32
1res_B1EON;75;-24,77;1,41;-9,17
1res_B1EON;76;-25,34;0,63;-6,49
1res_B1EON;77;-25,04;1,42;-5,92
1res_B1EON;78;-24,31;0,82;-6,5
1res_B1EON;79;-23,69;1,72;-4,1
1res_B1EON;80;-24,72;1,64;-3,92
1res_B1EON;81;-24,06;0,48;-2,81
1res_B1EON;82;-22,36;0,3;-0,33
1res_B1EON;83;-22,04;0,22;-1,35
1res_B1EON;84;-23,11;1,33;-1,42
1res_B1EON;85;-24,58;1,16;-0,18
1res_B1EON;86;-25,49;2,17;-0,86
1res_B1EON;87;-26,05;1,97;-1,43
1res_B1EON;88;-26,29;0,65;-0,88
1res_B1EON;89;-25,76;1,74;-0,22
1res_B1EON;90;-24,63;-0,42;-0,27
1res_B2EON;1;0;0;0
1res_B2EON;2;1;2,8;-0,25
1res_B2EON;3;4,23;0,99;2,6
1res_B2EON;4;6,99;8;-1,88
1res_B2EON;5;5,99;16,46;-2,38
1res_B2EON;6;7,18;15,11;-2,78
1res_B2EON;7;5,52;13,88;-2,39
1res_B2EON;8;4,6;15,3;-1,99
1res_B2EON;9;3,44;16,31;-1,44
1res_B2EON;10;2,96;17,21;-0,78
1res_B2EON;11;2,18;14,69;-1,93
1res_B2EON;12;0,76;14,56;-0,9
1res_B2EON;13;0,67;12,7;-1,19
1res_B2EON;14;-1,53;9,97;-1,27
1res_B2EON;15;-3,33;11,16;-1,94
1res_B2EON;16;0,83;11,33;-1,67
1res_B2EON;17;-0,54;15,01;-2,29
1res_B2EON;18;0,82;12,41;-2,14
1res_B2EON;19;-1,8;9,67;-3,34
1res_B2EON;20;-3,82;11,82;-3,35
1res_B2EON;21;-3,55;13,04;-3,86
1res_B2EON;22;1,18;14,64;-5,25
1res_B2EON;23;2,03;17,54;-5,35
1res_B2EON;24;3,12;14,94;-5,22
1res_B2EON;25;2,32;10,6;-5,58
1res_B2EON;26;2,63;9,3;-3,9
1res_B2EON;27;2,1;7,54;-2,09
1res_B2EON;28;4,04;7,38;-0,77
1res_B2EON;29;1,38;8,03;-1,27
1res_B2EON;30;-0,25;7,93;-2,45
1res_B2EON;31;-0,12;5,24;-2,36
1res_B2EON;32;1,85;1,15;-2,59
1res_B2EON;33;3,15;3,69;-1,42
1res_B2EON;34;2,28;6,8;-1,75
1res_B2EON;35;0,19;7,95;-1,34
1res_B2EON;36;-0,9;8,11;-1,5
1res_B2EON;37;0,94;5,64;-0,27
1res_B2EON;38;0,16;4,74;-1,03
1res_B2EON;39;0,61;4,82;-2,12
1res_B2EON;40;0,56;4,19;-1,85
1res_B2EON;41;-1,46;4,15;0,18
1res_B2EON;42;-3,68;9,33;1
1res_B2EON;43;-4,37;6,4;1,13
1res_B2EON;44;-3,38;6,14;1,33
1res_B2EON;45;-3,21;6,96;-0,1
1res_B2EON;46;-2,99;3,04;0,53
1res_B2EON;47;-2,27;1,87;2,19
1res_B2EON;48;-2,71;0,27;1,76
1res_B2EON;49;-3,29;-0,05;2,94
1res_B2EON;50;-3,49;0,01;3,98
1res_B2EON;51;-4,23;1,98;1,98
1res_B2EON;52;-3,51;0,88;2,51
1res_B2EON;53;-3,41;0,58;3,74
1res_B2EON;54;-2,37;-1,44;3,62
1res_B2EON;55;-2,98;-0,5;2,07
1res_B2EON;56;-3,52;-2,17;4,93
1res_B2EON;57;-3,02;-2,5;4,03
1res_B2EON;58;-3,89;-2,78;5,16
1res_B2EON;59;-5,78;-1,77;5,65
1res_B2EON;60;-5,28;-1,78;4,61
1res_B2EON;61;-5,74;-3,04;7,3
1res_B2EON;62;-5,06;-2,87;5,11
1res_B2EON;63;-5,63;-2,96;4,01
1res_B2EON;64;-5,25;-2,67;3,91
1res_B2EON;65;-4,28;-2,84;5,16
1res_B2EON;66;-4,82;-3,97;4,51
1res_B2EON;67;-6,18;-1,27;5,4
1res_B2EON;68;-5,25;-2,82;5,07
1res_B2EON;69;-5,05;-3,04;4,09
1res_B2EON;70;-5,51;-3,91;4,43
1res_B2EON;71;-6,03;-2,86;5,02
