Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame
3sur_A3EON;68;-25,31;-29,36;19,26
3sur_A3EON;69;-25,44;-29,5;19,69
3sur_A3EON;70;-24,55;-28,84;19,37
3sur_A3EON;71;-24,77;-28,2;19,12
3sur_A3EON;72;-23,94;-27,43;18,7
3sur_A3EON;73;-24,71;-25,64;17,75
3sur_A3EON;74;-25,68;-24,46;16,33
3sur_A3EON;75;-24,49;-24,84;16,31
3sur_A3EON;76;-25,73;-26,01;17,91
3sur_A3EON;77;-24,84;-24,21;17,81
3sur_A3EON;78;-23,98;-23,86;17,37
3sur_A3EON;79;-22,96;-24,05;17,09
3sur_A3EON;80;-22,24;-23,38;16,48
3sur_A3EON;81;-21,36;-22,57;16,15
3sur_A3EON;82;-20,46;-23,25;15,57
3sur_A3EON;83;-21,55;-23,52;15,64
3sur_A3EON;84;-19,83;-22,82;14,75
3sur_A3EON;85;-19,89;-22,25;14,77
3sur_A3EON;86;-21,1;-21,16;14,9
3sur_A3EON;87;-20,75;-20,78;13,6
3sur_A3EON;88;-20,75;-20,78;13,6
3sur_A3EON;89;-20,75;-20,78;13,6
3sur_A3EON;90;-20,67;-20,42;13,8
3sur_A4EON;1;0;0;0
3sur_A4EON;2;1,9;2,56;-1,58
3sur_A4EON;3;3,94;6,94;-4,31
3sur_A4EON;4;4,75;6,9;-4,36
3sur_A4EON;5;6,36;7,36;-4,94
3sur_A4EON;6;6,96;6,28;-3,76
3sur_A4EON;7;6,84;5,3;-1,88
3sur_A4EON;8;5,7;4,47;0,36
3sur_A4EON;9;5,17;1,29;1,43
3sur_A4EON;10;2,63;0,04;3,44
3sur_A4EON;11;1,96;-1,91;4,49
3sur_A4EON;12;2,23;-6,71;4,72
3sur_A4EON;13;2,35;-8,66;5,17
3sur_A4EON;14;-0,7;-8,84;6,64
3sur_A4EON;15;-0,88;-9,34;6,91
3sur_A4EON;16;0,08;-10,94;6,86
3sur_A4EON;17;-1,2;-11,62;8,95
3sur_A4EON;18;-3,68;-13,09;11,01
3sur_A4EON;19;-4,61;-14,03;11,87
3sur_A4EON;20;-5,39;-16,74;8,51
3sur_A4EON;21;-4,09;-16,93;8,93
3sur_A4EON;22;-3,79;-19,49;10,25
3sur_A4EON;23;-3,79;-20,11;9,4
3sur_A4EON;24;-3,96;-20,85;9,19
3sur_A4EON;25;-3,6;-21,23;10,68
3sur_A4EON;26;-2,9;-21,29;10,63
3sur_A4EON;27;-1,23;-21,92;9,53
3sur_A4EON;28;-1,82;-22,28;11,11
3sur_A4EON;29;-2;-22,44;11,64
3sur_A4EON;30;-1,45;-23,2;11,41
3sur_A4EON;31;-1,21;-24,82;11,72
3sur_A4EON;32;-0,76;-26,41;11,91
3sur_A4EON;33;-1,31;-27,35;12,68
3sur_A4EON;34;-1,33;-27,47;13,03
3sur_A4EON;35;-3,46;-27,64;13,92
3sur_A4EON;36;-5,68;-26,7;13,22
3sur_A4EON;37;-4,77;-28,26;13,15
3sur_A4EON;38;-6,38;-29,06;13,45
3sur_A4EON;39;-5,67;-30,81;14,29
3sur_A4EON;40;-5,78;-30,95;14,72
3sur_A4EON;41;-5,28;-32,71;15,59
3sur_A4EON;42;-5,39;-32,85;16,02
3sur_A4EON;43;-7,23;-34,01;14,64
3sur_A4EON;44;-6,34;-36,23;14,15
3sur_A4EON;45;-6,75;-37,11;14,62
3sur_A4EON;46;-7,22;-37,47;16,05
3sur_A4EON;47;-8,06;-39,06;16,4
3sur_A4EON;48;-8,38;-39;15,95
3sur_A4EON;49;-8,74;-37,66;16,48
3sur_A4EON;50;-8,36;-38,23;15,44
3sur_A4EON;51;-8,65;-37,65;16,03
3sur_A4EON;52;-8,48;-38,3;15,35
3sur_A4EON;53;-8,69;-39,7;14,78
3sur_A4EON;54;-9,63;-39,93;15,69
3sur_A4EON;55;-10;-39,98;16,82
3sur_A4EON;56;-10,03;-39,85;18,14
3sur_A4EON;57;-9,65;-39,56;17,46
3sur_A4EON;58;-10,58;-37,79;15,35
3sur_A4EON;59;-10,69;-37,93;15,77
3sur_A4EON;60;-10,09;-38,13;14,82
3sur_A4EON;61;-9,22;-36,18;16,05
3sur_A4EON;62;-8,77;-35,64;15,41
3sur_A4EON;63;-10,26;-35,58;17,64
3sur_A4EON;64;-10,29;-35,13;18,89
3sur_A4EON;65;-10,03;-36,02;19,24
3sur_A4EON;66;-10,3;-35,88;21,6
3sur_A4EON;67;-10,96;-36,96;19,78
3sur_A4EON;68;-11,8;-35,69;20,61
3sur_A4EON;69;-11,35;-35,59;19,97
3sur_A4EON;70;-12,42;-36,16;19,4
3sur_A4EON;71;-12,13;-35,43;19,45
3sur_A4EON;72;-11,62;-34,7;19,44
3sur_A4EON;73;-12,15;-34,16;20,38
3sur_A4EON;74;-12,15;-34,16;20,38
3sur_A4EON;75;-12,07;-33,07;22,02
3sur_A4EON;76;-12,07;-33,07;22,02
3sur_A4EON;77;-12,07;-33,07;22,02
3sur_A4EON;78;-11,26;-33,21;19,45
3sur_A4EON;79;-11,26;-33,21;19,45
3sur_A4EON;80;-11,25;-32,98;20,42
3sur_A4EON;81;-10,21;-33,46;20,33
3sur_A4EON;82;-10,21;-33,46;20,33
3sur_A4EON;83;-10,19;-33,29;19,65
3sur_A4EON;84;-10,53;-34,06;19,77
3sur_A4EON;85;-10,35;-32,76;20,57
3sur_A4EON;86;-10,18;-32,69;20,26
3sur_A4EON;87;-10,12;-31,16;20,13
3sur_A4EON;88;-9,82;-30,96;19,28
3sur_A4EON;89;-9,07;-30,77;18,44
3sur_A4EON;90;-9,51;-30,24;19,36
4sur_B1EON;1;0;0;0
4sur_B1EON;2;-0,75;-0,83;-2,8
4sur_B1EON;3;0,59;0,3;-7,36
4sur_B1EON;4;1,05;3,19;-10,97
4sur_B1EON;5;3,6;4,33;-11,67
4sur_B1EON;6;4,63;3,61;-11,79
4sur_B1EON;7;5,04;3,45;-11,85
4sur_B1EON;8;4,54;1,38;-14,53
4sur_B1EON;9;6,76;-3,56;-14,28
4sur_B1EON;10;5,62;-2,27;-13,2
4sur_B1EON;11;4,66;-3,66;-13,82
4sur_B1EON;12;4,66;-3,66;-13,82
4sur_B1EON;13;5,8;-4,41;-13,95
4sur_B1EON;14;7,37;-3,58;-13,38
4sur_B1EON;15;8,27;-4,83;-13,39
4sur_B1EON;16;8,21;-4,64;-14,43
4sur_B1EON;17;8,16;-4,26;-14,48
4sur_B1EON;18;8,57;-5,25;-14,42
4sur_B1EON;19;8,77;-6,65;-13,23
4sur_B1EON;20;9,2;-9,02;-12,98
4sur_B1EON;21;9,29;-10,61;-12,77
4sur_B1EON;22;9,19;-11,66;-13,62
4sur_B1EON;23;10,5;-13,36;-13,65
4sur_B1EON;24;10,57;-14,17;-12,52
4sur_B1EON;25;11,63;-15,65;-12,53
4sur_B1EON;26;11,82;-19,39;-13,06
4sur_B1EON;27;11,35;-20,69;-12,77
4sur_B1EON;28;11,22;-21,83;-13,6
4sur_B1EON;29;13,24;-21,27;-14,11
4sur_B1EON;30;15,26;-21,09;-12,52
4sur_B1EON;31;15,81;-22,42;-12,44
4sur_B1EON;32;16,04;-25,73;-12,01
4sur_B1EON;33;16,27;-24,87;-12,18
4sur_B1EON;34;17,38;-24,99;-13,43
4sur_B1EON;35;17,88;-25,09;-14,54
4sur_B1EON;36;17,63;-25,6;-13,39
4sur_B1EON;37;19,32;-27,11;-15,59
4sur_B1EON;38;19,28;-28,32;-14,37
4sur_B1EON;39;17,48;-29,46;-16,91
4sur_B1EON;40;17,58;-31,65;-17,64
4sur_B1EON;41;16,32;-33,8;-17,06
4sur_B1EON;42;17,36;-34,37;-17,2
4sur_B1EON;43;16,71;-38,06;-17,55
4sur_B1EON;44;17,6;-38,03;-16,72
4sur_B1EON;45;17,73;-40,31;-18,47
4sur_B1EON;46;17,66;-40,25;-18,46
4sur_B1EON;47;18,44;-39,46;-16,69
4sur_B1EON;48;17,61;-39,85;-17,48
4sur_B1EON;49;18;-40,59;-17,45
4sur_B1EON;50;18,61;-41,66;-16,4
4sur_B1EON;51;18,5;-43,48;-17,14
4sur_B1EON;52;19,9;-42,57;-17,57
4sur_B1EON;53;20,24;-42,55;-17,65
4sur_B1EON;54;21,86;-41,76;-18,11
4sur_B1EON;55;23,59;-42,35;-19,42
4sur_B1EON;56;24,49;-42,45;-18,56
4sur_B1EON;57;24,66;-44,27;-19,37
4sur_B1EON;58;25,61;-43,86;-19,63
4sur_B1EON;59;24,67;-44,92;-18,24
4sur_B1EON;60;24,1;-44,7;-19,18
4sur_B1EON;61;25,76;-43,68;-19,69
4sur_B1EON;62;26,53;-43,74;-19,84
4sur_B1EON;63;30,03;-44,43;-18,43
4sur_B1EON;64;29,2;-42,41;-20,6
4sur_B1EON;65;27,85;-42,87;-18,19
4sur_B1EON;66;26,38;-42,91;-18,9
4sur_B1EON;67;26,38;-42,91;-18,9
4sur_B1EON;68;26,65;-42,76;-18,98
4sur_B1EON;69;26,71;-42,67;-19,01
4sur_B1EON;70;27,69;-42,54;-18,21
4sur_B1EON;71;27,31;-42,37;-19,18
4sur_B1EON;72;28,81;-42,42;-18,46
4sur_B1EON;73;29,09;-41,16;-17,68
4sur_B1EON;74;27,94;-41,64;-18,39
4sur_B1EON;75;28,66;-41,32;-17,57
4sur_B1EON;76;29,89;-41,45;-16,78
4sur_B1EON;77;31,18;-40,39;-16,18
4sur_B1EON;78;31,28;-40,6;-16,17
4sur_B1EON;79;30,91;-39,81;-17,24
4sur_B1EON;80;30,66;-39,63;-16,18
4sur_B1EON;81;30,66;-40,6;-16,04
4sur_B1EON;82;30,63;-40,45;-16,05
4sur_B1EON;83;31,24;-40,08;-16,24
4sur_B1EON;84;30,79;-40,38;-16,1
4sur_B1EON;85;30,31;-38,63;-17,28
4sur_B1EON;86;32,3;-40,13;-14,4
4sur_B1EON;87;33,19;-39,57;-14,67
4sur_B1EON;88;33,27;-39,07;-15,79
4sur_B1EON;89;34,51;-39,38;-17,04
4sur_B1EON;90;35,04;-39,52;-16,1
4sur_B2EON;1;0;0;0
4sur_B2EON;2;-0,31;0,65;-4,14
4sur_B2EON;3;-1,01;0,02;-6,98
4sur_B2EON;4;-1,25;0,9;-9,11
4sur_B2EON;5;-1,55;1,69;-8,14
4sur_B2EON;6;-1,42;1,44;-9,16
4sur_B2EON;7;0,57;1,24;-10,58
4sur_B2EON;8;1,38;-0,38;-10,52
4sur_B2EON;9;2,73;-2,48;-10,5
4sur_B2EON;10;6,31;-1,41;-8,33
4sur_B2EON;11;6,46;-1,31;-8,38
4sur_B2EON;12;6,94;-1,59;-7,41
4sur_B2EON;13;3,94;-6,32;-9,17
4sur_B2EON;14;3,94;-6,32;-9,17
4sur_B2EON;15;5,19;-7,33;-7,23
4sur_B2EON;16;5,19;-7,33;-7,23
4sur_B2EON;17;4,47;-6,4;-6,19
4sur_B2EON;18;5,08;-6,12;-5,33
4sur_B2EON;19;4,12;-7,25;-3,94
4sur_B2EON;20;4,12;-7,25;-3,94
4sur_B2EON;21;2,64;-9,16;-4,37
4sur_B2EON;22;1,15;-9,29;-4,03
4sur_B2EON;23;0,78;-9,92;-3,86
4sur_B2EON;24;-0,72;-12,56;-4,19
4sur_B2EON;25;-0,35;-13,65;-3,57
4sur_B2EON;26;-2,09;-16,83;-4,53
4sur_B2EON;27;-2,39;-17,59;-4,59
4sur_B2EON;28;-2,4;-18,19;-3,59
4sur_B2EON;29;-2,81;-20,73;-5,87
4sur_B2EON;30;-0,65;-20,64;-6,23
4sur_B2EON;31;0,32;-21,73;-3,85
4sur_B2EON;32;-0,61;-24,27;-5,89
4sur_B2EON;33;-0,37;-25,08;-6,59
4sur_B2EON;34;2,52;-24,03;-5,57
4sur_B2EON;35;5,43;-24,55;-5,35
4sur_B2EON;36;5,75;-24,52;-5,31
4sur_B2EON;37;3,62;-26,99;-6,23
4sur_B2EON;38;5,96;-26,63;-4,68
4sur_B2EON;39;5,68;-28,23;-5,5
4sur_B2EON;40;6,38;-29,83;-6,79
4sur_B2EON;41;5,39;-32,28;-8,17
4sur_B2EON;42;7,93;-33,19;-8,16
4sur_B2EON;43;10,4;-34,56;-8,49
4sur_B2EON;44;10,9;-36;-9,42
4sur_B2EON;45;10,38;-36,73;-11,25
4sur_B2EON;46;11,11;-38,41;-11,17
4sur_B2EON;47;12,31;-38,21;-11,45
4sur_B2EON;48;12,69;-38,34;-11,51
4sur_B2EON;49;12,82;-39,48;-12,4
4sur_B2EON;50;12,84;-40,52;-12,26
4sur_B2EON;51;13,59;-43,32;-13,04
4sur_B2EON;52;14,17;-42,73;-12,22
4sur_B2EON;53;13,56;-42,53;-14,17
4sur_B2EON;54;13,44;-42,79;-14,11
4sur_B2EON;55;14,35;-41,89;-13,4
4sur_B2EON;56;14,8;-41,94;-13,49
4sur_B2EON;57;14,78;-41,95;-12,46
4sur_B2EON;58;15,37;-42,47;-14,57
4sur_B2EON;59;15,44;-42,4;-13,56
4sur_B2EON;60;17,21;-43,91;-13,72
4sur_B2EON;61;18,08;-44,31;-13,85
4sur_B2EON;62;18,23;-44,33;-13,88
4sur_B2EON;63;17,96;-44,62;-15,83
4sur_B2EON;64;18,52;-43,98;-15,02
4sur_B2EON;65;16,83;-41,25;-14,03
4sur_B2EON;66;15,06;-39,03;-15
4sur_B2EON;67;15,8;-38,42;-15,25
4sur_B2EON;68;15,8;-38,42;-15,25
4sur_B2EON;69;16,57;-38,39;-15,42
4sur_B2EON;70;17,72;-37,39;-14,78
4sur_B2EON;71;17,72;-37,39;-14,78
4sur_B2EON;72;17,11;-37,39;-15,68
4sur_B2EON;73;18,94;-36,83;-14,09
4sur_B2EON;74;17,63;-36,32;-13,89
4sur_B2EON;75;17,94;-36,11;-13,98
4sur_B2EON;76;18,69;-35,58;-14,22
4sur_B2EON;77;18,22;-34,47;-14,28
4sur_B2EON;78;18,98;-33,32;-13,58
4sur_B2EON;79;18,76;-31,95;-14,76
4sur_B2EON;80;18,76;-31,95;-14,76
4sur_B2EON;81;18,42;-35,61;-14,38
4sur_B2EON;82;18,4;-35,58;-14,48
4sur_B2EON;83;18,47;-33,9;-17,3
4sur_B2EON;84;17,27;-33,43;-15,89
4sur_B2EON;85;17,29;-33,28;-15,78
4sur_B2EON;86;16,81;-30,18;-14,05
4sur_B2EON;87;16,57;-28,54;-14,9
4sur_B2EON;88;16,57;-28,54;-14,9
4sur_B2EON;89;17,22;-27,13;-15,08
4sur_B2EON;90;17,34;-27,77;-14,65
