Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame;Position X Reference Frame;Position Y Reference Frame;Position Z Reference Frame;Velocity Angle X Reference Frame;Velocity Angle Y Reference Frame;Velocity Angle Z Reference Frame
1me_D1EON;20;13,84;44,21;-28,82;58,64;43,15;-100,87;34,14;55,9;88,57
1me_D1Skin;20;2,96;18,93;-7,45;30,2;7,31;-45,17;120,17;126,53;51,16
1me_D2EON;20;-4,16;65,97;-21,5;50,38;27,05;-88,65;51,2;126,29;59,54
1me_D2Skin;20;-4,05;38,98;1,78;51,18;-13,17;-52,65;121,99;125,59;51,9
1me_E1EON;20;-4,53;66,05;-14,57;-52,27;-1,03;-67,6;45,29;45,71;97,58
1me_E1Skin;20;-2,79;28,04;1,07;-77,49;-71,53;-60,98;78,84;14,95;80,18
1me_E2EON;20;-21,54;54,91;-9,01;-60,47;-26,53;-61,62;55,61;99,38;36
1me_E2Skin;20;7,5;16,49;9,78;-38,02;-103,51;-36,96;159,75;73;100,68
1me_F1EON;20;16,84;69,5;-13,14;71,56;-5,91;-82,69;92,4;71,6;18,57
1me_F1Skin;20;1,98;26,63;8,9;58,84;-71,96;-52,39;117,74;67,67;36,93
1me_F2EON;20;-8,86;78,22;7,58;53,68;-18,64;-62,95;19,92;78,98;106,39
1me_F2Skin;20;4,99;16,9;-2,91;92,68;-41,87;-94,73;149,11;108,78;66,43
1me_A1EON;21;9,76;37,91;-22,31;-13,16;86,05;-101,43;107,66;45,51;130,22
1me_A1Skin;21;-7,14;15,29;-8,46;-59,23;34,2;-80,01;53,99;127,69;58,01
1me_A2EON;21;6,86;41,22;-34,96;-26,82;61,92;-100,39;35,22;117,05;69,23
1me_A2Skin;21;2,4;-5,12;11,67;-87,03;17,34;-88,72;61,91;131,18;54,04
1me_B1EON;21;-0,88;37,53;-13,87;42,99;58,79;-97,64;49,53;41,41;97,31
1me_B1Skin;21;-11,26;10,18;9,45;44,82;23,89;-66,89;147,92;109,6;65,68
1me_B2EON;21;-1,42;25,81;-20,61;26,24;76,68;-106,22;102,96;27,76;65,9
1me_B2Skin;21;-5,17;18,11;-0,24;28,44;83,4;-100,39;90;90;90
1me_C1EON;21;1,46;66,2;-29,27;-59,25;40,23;-87,22;134,04;125,26;115,37
1me_C1Skin;21;1,96;28,17;-0,94;-39,38;3,56;-44,1;24,24;109,79;76,56
1me_C2EON;21;6,96;60,29;-47,83;-29,81;57,88;-94,79;60,51;30,11;84,46
1me_C2Skin;21;11,69;38,89;1,63;3,27;-18,22;-24,69;8,76;97,33;94,77
1me_D1EON;21;15,72;45,47;-30,23;60,52;44,4;-102,28;5,13;90,9;95,05
1me_D1Skin;21;1,57;18,3;-6,69;28,82;6,68;-44,42;133,74;118,85;57,47
1me_D2EON;21;-2,66;65,12;-20,83;51,87;26,2;-87,97;31,28;114,51;71,81
1me_D2Skin;21;-5,28;37,63;3,22;49,95;-14,52;-51,21;118,09;127,56;50,38
1me_E1EON;21;1,83;72,37;-15,76;-45,9;5,29;-68,79;45,29;45,71;97,58
1me_E1Skin;21;-2,95;27,87;1,25;-77,64;-71,69;-60,81;23,59;109,34;77
1me_E2EON;21;-21,47;53,39;-7,55;-60,4;-28,05;-60,16;139,47;59,67;114,15
1me_E2Skin;21;6,58;16,77;9,6;-38,94;-103,22;-37,14;124,96;51,81;122,56
1me_F1EON;21;17,49;68,77;-12,51;72,22;-6,63;-82,05;67,93;148,97;110,68
1me_F1Skin;21;1,98;26,63;8,9;58,84;-71,96;-52,39;159,67;101,32;73,34
1me_F2EON;21;-6,44;78,84;6,73;56,1;-18,02;-63,8;20,69;107,31;79,02
1me_F2Skin;21;3,22;16,24;-2,09;90,92;-42,53;-93,91;143,65;112,48;63,07
1me_A1EON;22;9,3;38,97;-23,28;-13,61;87,1;-102,4;122,95;50,88;123,6
1me_A1Skin;22;-5,13;13,19;-6,64;-57,21;32,11;-78,2;59,73;130,29;55,08
1me_A2EON;22;6,32;41,52;-35,2;-27,35;62,21;-100,62;56,78;129;56,55
1me_A2Skin;22;3,16;-6,01;12,45;-86,27;16,45;-87,93;75,15;108,12;23,77
1me_B1EON;22;-0,43;39,61;-15,93;43,44;60,88;-99,7;73,8;47,47;133,01
1me_B1Skin;22;-11,72;9,99;9,68;44,36;23,71;-66,67;118,96;127,14;50,7
1me_B2EON;22;-2,02;30,44;-18,06;25,65;81,32;-103,67;113,43;44,11;55,16
1me_B2Skin;22;-5,17;18,11;-0,24;28,44;83,4;-100,39;79,21;135,73;47,74
1me_C1EON;22;-1,99;61,94;-31,77;-62,7;35,96;-89,72;137,28;113,81;123,04
1me_C1Skin;22;4,52;27,22;-0,28;-36,82;2,61;-43,44;44,18;122,47;63,62
1me_C2EON;22;6,96;60,29;-47,83;-29,81;57,88;-94,79;35,11;68,36;116,18
1me_C2Skin;22;12,79;33,82;0,84;4,37;-23,29;-25,48;77,96;165,1;98,66
1me_D1EON;22;16,93;44,16;-29,09;61,73;43,1;-101,14;38,11;118,86;67,37
1me_D1Skin;22;-0,04;16,84;-5,11;27,21;5,22;-42,84;128,88;121,76;55
1me_D2EON;22;-1,19;64,53;-20,41;53,35;25,61;-87,56;28,39;63,06;98,27
1me_D2Skin;22;-7,15;34,96;5,99;48,08;-17,19;-48,44;101,4;134;46,24
1me_E1EON;22;1,83;72,37;-15,76;-45,9;5,29;-68,79;124,67;124,15;53,04
1me_E1Skin;22;-2,34;27,88;1,18;-77,03;-71,69;-60,87;97,97;134,83;45,93
1me_E2EON;22;-21,89;55,14;-9,19;-60,82;-26,31;-61,8;83,85;44,81;134,16
1me_E2Skin;22;5,98;18,12;8,35;-39,54;-101,87;-38,38;108,07;45,61;130,08
1me_F1EON;22;19,13;64,27;-15,3;73,85;-11,13;-84,84;72,85;144,33;120,21
1me_F1Skin;22;0,05;26,23;9,49;56,91;-72,36;-51,8;146,59;110,51;64,86
1me_F2EON;22;-6,02;77,31;8,16;56,52;-19,54;-62,38;71,91;158,78;100,74
1me_F2Skin;22;2,79;15,86;-1,67;90,49;-42,91;-93,5;127,65;122,47;54,41
1me_A1EON;23;7,42;40,63;-24,69;-15,5;88,76;-103,81;155,53;70,06;103,6
1me_A1Skin;23;-5,39;13,03;-6,46;-57,47;31,95;-78,02;53,74;51,71;58,95
1me_A2EON;23;7,04;41,01;-34,78;-26,64;61,71;-100,21;15,12;82,51;103,06
1me_A2Skin;23;2,95;-5,8;13,66;-86,48;16,67;-86,73;129,18;134,82;108,83
1me_B1EON;23;0,56;41,01;-17,38;44,43;62,28;-101,15;88,63;44,14;134,11
1me_B1Skin;23;-11,91;9,38;10,3;44,18;23,09;-66,05;101,83;133,89;46,29
1me_B2EON;23;-3,69;29,89;-17,35;23,98;80,77;-102,97;143,69;112,46;63,09
1me_B2Skin;23;-4,43;15,28;2,42;29,18;80,57;-97,73;86,76;136,13;46,32
1me_C1EON;23;-3,61;63,42;-33,03;-64,31;37,44;-90,98;137,29;58,38;115,5
1me_C1Skin;23;6,5;24,77;1,88;-34,84;0,16;-41,28;33,92;88,86;56,11
1me_C2EON;23;8,34;60,92;-48,57;-28,43;58,5;-95,53;30,71;71,35;113,47
1me_C2Skin;23;12,79;33,82;0,84;4,37;-23,29;-25,48;90;90;90
1me_D1EON;23;17,96;44,09;-29,13;62,76;43,03;-101,19;4,8;91,38;94,6
1me_D1Skin;23;-1,66;15,59;-3,74;25,58;3,97;-41,47;131,1;120,45;56,1
1me_D2EON;23;0,52;66,76;-21,35;55,05;27,84;-88,49;54,72;41,17;108,41
1me_D2Skin;23;-6,04;34,97;5,86;49,2;-17,18;-48,57;6,32;89,6;96,31
1me_E1EON;23;0,74;71,29;-14,6;-46,99;4,22;-67,64;175,71;87,43;86,56
1me_E1Skin;23;-3,12;27,04;2,07;-77,81;-72,53;-59,98;122,56;125,28;52,13
1me_E2EON;23;-21,08;55,97;-10,08;-60,01;-25,47;-62,69;53,78;37,45;81,76
1me_E2Skin;23;5,98;18,12;8,35;-39,54;-101,87;-38,38;106,59;19,15;80,71
1me_F1EON;23;18,81;65,14;-14,76;73,54;-10,27;-84,3;22,54;108,61;77,73
1me_F1Skin;23;-1,93;24,99;10,89;54,93;-73,6;-50,4;124,32;75,29;38,19
1me_F2EON;23;-3,57;70,21;5;58,97;-26,65;-65,53;76,14;166,04;91,67
1me_F2Skin;23;2,96;16,01;-1,84;90,66;-42,76;-93,66;22,67;108,7;77,64
1me_A1EON;24;7,68;39,57;-23,7;-15,23;87,71;-102,82;50,52;55,28;58,61
1me_A1Skin;24;-3,03;15,4;-4,81;-55,11;34,32;-76,37;58,57;64,59;42,48
1me_A2EON;24;8,34;41,79;-35,67;-25,34;62,49;-101,09;64,69;51,13;130,6
1me_A2Skin;24;-0,13;-9,69;10,77;-89,56;12,78;-89,62;110,56;152,94;106,83
1me_B1EON;24;-0,38;41,05;-17,33;43,49;62,32;-101,1;34,74;68,6;115,96
1me_B1Skin;24;-11,91;9,38;10,3;44,18;23,09;-66,05;90;90;90
1me_B2EON;24;-4,03;29,49;-16,92;23,63;80,36;-102,54;40,83;120,51;65,67
1me_B2Skin;24;-4,92;14,98;2,76;28,69;80,27;-97,39;146,66;78,64;59,13
1me_C1EON;24;-5,21;64,24;-33,65;-65,91;38,26;-91,6;139,34;59,6;114,23
1me_C1Skin;24;11,5;27,38;4,41;-29,84;2,77;-38,75;41,93;58,36;65,55
1me_C2EON;24;9,66;61,3;-49,08;-27,12;58,88;-96,04;74,37;47,28;133,12
1me_C2Skin;24;12,79;33,82;0,84;4,37;-23,29;-25,48;90;90;90
1me_D1EON;24;20,64;44,07;-29,39;65,44;43,01;-101,44;5,49;90,47;95,47
1me_D1Skin;24;-1,66;15,59;-3,74;25,58;3,97;-41,47;90;90;90
1me_D2EON;24;0,52;66,76;-21,35;55,05;27,84;-88,49;90;90;90
1me_D2Skin;24;-6,04;34,97;5,86;49,2;-17,18;-48,57;96,66;135,1;45,87
1me_E1EON;24;-0,14;72,46;-15,64;-47,87;5,38;-68,68;157,87;71,68;101,99
1me_E1Skin;24;-3,12;27,04;2,07;-77,81;-72,53;-59,98;90;90;90
1me_E2EON;24;-17,65;60,83;-8,16;-56,58;-20,61;-60,77;65,63;24,37;90,14
1me_E2Skin;24;4,84;21,9;9;-40,68;-98,09;-37,74;106,59;21,36;76,92
1me_F1EON;24;22,23;63,19;-14,58;76,96;-12,21;-84,13;65,93;154,37;98,3
1me_F1Skin;24;-3,18;27,69;14;53,68;-70,91;-47,3;106,88;51,15;43,73
1me_F2EON;24;-3,54;67,26;7,85;59;-29,6;-62,68;106,66;132,38;47,09
1me_F2Skin;24;4;15,44;-1,39;91,7;-43,33;-93,22;75,62;135,19;48,73
1me_A1EON;25;9,76;42,72;-22,78;-13,16;90,86;-101,89;82,04;8,25;92,18
1me_A1Skin;25;-3,58;14,52;-3,9;-55,66;33,44;-75,46;113,57;129,66;48,85
1me_A2EON;25;8,23;42,75;-36,59;-25,45;63,45;-102,01;56,94;129,07;56,47
1me_A2Skin;25;0,89;-11,03;11,96;-88,54;11,44;-88,43;60,25;130,51;54,83
1me_B1EON;25;1,91;41,61;-18,1;45,77;62,87;-101,87;48;124,61;61,36
1me_B1Skin;25;-11,91;9,38;10,3;44,18;23,09;-66,05;90;90;90
1me_B2EON;25;-1,25;28,26;-16,03;26,41;79,14;-101,64;7,18;97,11;89,04
1me_B2Skin;25;-10,09;16,62;5,9;23,52;81,9;-94,26;138,57;75,26;52,35
1me_C1EON;25;-6,85;65,59;-34,79;-67,56;39,61;-92,74;172,98;91,07;83,06
1me_C1Skin;25;10,66;27,7;4,19;-30,68;3,09;-38,97;155,72;70,19;103,48
1me_C2EON;25;8,91;62,34;-50,01;-27,87;59,93;-96,97;149,32;65,89;107,8
1me_C2Skin;25;12,79;33,82;0,84;4,37;-23,29;-25,48;78,81;135,68;47,84
1me_D1EON;25;18,44;44,09;-29,18;63,24;43,03;-101,23;126,28;48,91;62,18
1me_D1Skin;25;-1,66;15,59;-3,74;25,58;3,97;-41,47;90;90;90
1me_D2EON;25;0,52;66,76;-21,35;55,05;27,84;-88,49;54,6;56,27;126,63
1me_D2Skin;25;-6,34;33,13;7,67;48,9;-19,02;-46,76;96,66;135,1;45,87
1me_E1EON;25;-1,45;72,03;-15,1;-49,18;4,96;-68,13;112,33;46,8;128,47
1me_E1Skin;25;-3,12;27,04;2,07;-77,81;-72,53;-59,98;90;90;90
1me_E2EON;25;-17,96;62,87;-10,1;-56,89;-18,58;-62,71;85,89;44,47;134,18
1me_E2Skin;25;4,89;21,67;9,22;-40,63;-98,32;-37,52;32,45;115,27;71,04
1me_F1EON;25;22,3;57,43;-15,99;77,02;-17,97;-85,54;95,33;173,49;93,76
1me_F1Skin;25;-3,18;27,69;14;53,68;-70,91;-47,3;90;90;90
1me_F2EON;25;-4,96;66,94;8,31;57,58;-29,92;-62,22;118,99;49,18;125,55
1me_F2Skin;25;3,6;14,2;-0,16;91,3;-44,56;-91,98;102,9;133,58;46,44
1me_A1EON;26;8,3;44,01;-23,87;-14,61;92,15;-102,99;130,64;54,67;119,43
1me_A1Skin;26;-3,58;14,52;-3,9;-55,66;33,44;-75,46;174,15;84,16;89,74
1me_A2EON;26;8,71;41,37;-35,3;-24,97;62,06;-100,72;38,24;118,94;67,29
1me_A2Skin;26;0,89;-11,03;11,96;-88,54;11,44;-88,43;43,07;121,83;64,29
1me_B1EON;26;0,23;40,54;-16,89;44,1;61,8;-100,66;136,15;117,35;58,76
1me_B1Skin;26;-11,91;9,38;10,3;44,18;23,09;-66,05;90;90;90
1me_B2EON;26;-1,1;29,12;-16,87;26,56;80;-102,49;63,4;51,73;130,16
1me_B2Skin;26;-8,95;16,35;6,04;24,66;81,63;-94,11;95,35;135,33;45,83
1me_C1EON;26;-9,22;64,16;-33,16;-69,93;38,18;-91,11;132,64;119,52;56,89
1me_C1Skin;26;10,66;27,7;4,19;-30,68;3,09;-38,97;21,83;108,03;78,1
1me_C2EON;26;8,28;61,95;-49,56;-28,49;59,54;-96,53;61,79;131,13;54,09
1me_C2Skin;26;13,13;32,58;2,01;4,7;-24,53;-24,31;78,81;135,68;47,84
1me_D1EON;26;17,47;47,59;-26,89;62,27;46,53;-98,94;67,95;34,72;64,64
1me_D1Skin;26;-1,66;15,59;-3,74;25,58;3,97;-41,47;90;90;90
1me_D2EON;26;1,72;67,91;-22,59;56,26;28,99;-89,73;62,89;142,77;66,55
1me_D2Skin;26;-6,34;33,13;7,67;48,9;-19,02;-46,76;122,23;125,46;52
1me_E1EON;26;-1,24;74,45;-17,45;-48,97;7,37;-70,48;87,86;44,22;134,14
1me_E1Skin;26;-3,12;27,04;2,07;-77,81;-72,53;-59,98;90;90;90
1me_E2EON;26;-17,17;65,59;-12,81;-56,1;-15,85;-65,42;77,95;46,18;133,68
1me_E2Skin;26;7,08;20,77;9,86;-38,44;-99,22;-36,87;65,08;132,35;52,62
1me_F1EON;26;21,61;56,5;-15,02;76,33;-18,9;-84,57;108,93;131,55;47,59
1me_F1Skin;26;-3,18;27,69;14;53,68;-70,91;-47,3;115,84;128,63;49,58
1me_F2EON;26;-6,2;70,85;4,66;56,34;-26,01;-65,87;90;90;90
1me_F2Skin;26;3,6;14,2;-0,16;91,3;-44,56;-91,98;22,03;77,46;107,81
1me_A1EON;27;8,93;43,46;-23,4;-13,99;91,59;-102,52;32,26;115,15;71,16
1me_A1Skin;27;-3,81;14,54;-3,9;-55,9;33,46;-75,46;174,15;84,15;89,74
1me_A2EON;27;9,77;41,8;-35,83;-23,91;62,5;-101,25;98,52;12,37;98,91
1me_A2Skin;27;2,22;-11,99;12,75;-87,21;10,48;-87,64;61,99;38,32;66,12
1me_B1EON;27;0,23;40,54;-16,89;44,1;61,8;-100,66;104,79;133;46,74
1me_B1Skin;27;-11,91;9,38;10,3;44,18;23,09;-66,05;99,4;37,74;53,85
1me_B2EON;27;-0,19;29,74;-17,57;27,48;80,62;-103,18;58,76;54,03;128,41
1me_B2Skin;27;-11,11;8,89;13,47;22,51;74,17;-86,68;164,35;97,89;76,57
1me_C1EON;27;-9,77;63,47;-32,44;-70,47;37,49;-90,39;100,56;134,23;46,15
1me_C1Skin;27;10,66;27,7;4,19;-30,68;3,09;-38,97;90;90;90
1me_C2EON;27;9,66;61,3;-49,08;-27,12;58,88;-96,04;59,27;44,39;61,47
1me_C2Skin;27;13,13;32,58;2,01;4,7;-24,53;-24,31;90;90;90
1me_D1EON;27;20,1;47,72;-27,29;64,9;46,66;-99,34;47,51;66;52,04
1me_D1Skin;27;-1,66;15,59;-3,74;25,58;3,97;-41,47;90;90;90
1me_D2EON;27;2,48;63,33;-19,64;57,02;24,41;-86,78;87,76;144,68;54,77
1me_D2Skin;27;-6,58;32,87;7,95;48,65;-19,28;-46,48;122,23;125,46;52
1me_E1EON;27;-1,25;75,9;-18,86;-48,98;8,83;-71,89;76,81;13,66;86,53
1me_E1Skin;27;-3,12;27,04;2,07;-77,81;-72,53;-59,98;70,84;134,12;50,32
1me_E2EON;27;-16,76;66,84;-14,06;-55,69;-14,6;-66,67;81,02;135,92;47,32
1me_E2Skin;27;5,8;20,22;10,52;-39,72;-99,77;-36,22;167,88;78,92;94,85
1me_F1EON;27;20,52;53,8;-12,29;75,25;-21,6;-81,84;92,8;135,71;45,84
1me_F1Skin;27;-3,65;27,01;14,7;53,21;-71,58;-46,6;117,55;127,83;50,18
1me_F2EON;27;-4,96;66,94;8,31;57,58;-29,92;-62,22;93,51;135,62;45,83
1me_F2Skin;27;5,11;14,56;-0,66;92,81;-44,21;-92,48;18,65;79,91;105,52
1me_A1EON;28;12,54;41,88;-22,25;-10,37;90,02;-101,37;28,35;112,57;73,77
1me_A1Skin;28;-3,81;14,54;-3,9;-55,9;33,46;-75,46;0;90;90
1me_A2EON;28;8,17;44,89;-35,86;-25,51;65,58;-101,28;130,76;41,18;94,95
1me_A2Skin;28;3,05;-7,42;13,82;-86,38;15,05;-86,57;80;16,5;77,02
1me_B1EON;28;-0,84;37,68;-14,01;43,02;58,94;-97,78;88,95;136,06;46,07
1me_B1Skin;28;-12,76;13,5;13,37;43,32;27,21;-62,98;99,4;37,74;53,85
1me_B2EON;28;1,15;31,66;-19,56;28,81;82,54;-105,18;73,39;47,61;132,93
1me_B2Skin;28;-14,11;15,61;7,29;19,5;80,9;-92,87;100,13;44,19;132,42
1me_C1EON;28;-9,92;61,52;-30,54;-70,62;35,54;-88,49;77,56;135,51;48,17
1me_C1Skin;28;10,66;27,7;4,19;-30,68;3,09;-38,97;90;90;90
1me_C2EON;28;10,03;64,4;-47,93;-26,74;61,99;-94,89;97,1;10,05;82,93
1me_C2Skin;28;13,13;32,58;2,01;4,7;-24,53;-24,31;90;90;90
1me_D1EON;28;20,09;49,17;-24,5;64,89;48,11;-96,55;128,92;55,07;58,22
1me_D1Skin;28;-1,66;15,59;-3,74;25,58;3,97;-41,47;26,56;111,37;74,97
1me_D2EON;28;1,99;62,42;-18,71;56,52;23,51;-85,85;113,76;56,88;42,76
1me_D2Skin;28;-6,58;32,87;7,95;48,65;-19,28;-46,48;90;90;90
1me_E1EON;28;0,31;81,07;-17,03;-47,42;13,99;-70,07;75,56;17,5;80,33
1me_E1Skin;28;-2,02;24,73;4,19;-76,72;-74,84;-57,86;70,84;134,12;50,32
1me_E2EON;28;-16,66;63,23;-10,59;-55,59;-18,21;-63,2;88,83;136,06;46,09
1me_E2Skin;28;5,75;21,03;9,75;-39,77;-98,96;-36,99;92,47;43,89;133,79
1me_F1EON;28;21,33;52,48;-11,1;76,06;-22,92;-80,65;65,87;132,62;52,28
1me_F1Skin;28;-3,81;26,84;14,88;53,05;-71,75;-46,42;123,73;124,66;52,63
1me_F2EON;28;-6,57;66,62;8,79;55,97;-30,24;-61,74;94,68;135,44;45,82
1me_F2Skin;28;4,72;14,41;-0,48;92,42;-44,36;-92,3;44,21;122,49;63,6
1me_A1EON;29;12,54;41,88;-22,25;-10,37;90,02;-101,37;102,42;44,49;131,84
1me_A1Skin;29;-3,81;14,54;-3,9;-55,9;33,46;-75,46;90;90;90
1me_A2EON;29;6,6;45,46;-36,25;-27,08;66,16;-101,67;126,25;37,29;97,6
1me_A2Skin;29;3,05;-7,42;13,82;-86,38;15,05;-86,57;90;90;90
1me_B1EON;29;0,37;35,09;-11,64;44,23;56,35;-95,41;83,79;136,1;46,77
1me_B1Skin;29;-12,76;13,5;13,37;43,32;27,21;-62,98;112,32;46,8;128,48
1me_B2EON;29;1,76;34,33;-22,2;29,42;85,2;-107,81;78,6;11,74;92,77
1me_B2Skin;29;-13,45;18,44;4,48;20,16;83,73;-95,67;97,2;43,95;133,05
1me_C1EON;29;-8,8;60,27;-29,44;-69,51;34,29;-87,39;39,09;119,46;66,76
1me_C1Skin;29;10,66;27,7;4,19;-30,68;3,09;-38,97;90;90;90
1me_C2EON;29;8,85;67,76;-48,27;-27,93;65,35;-95,23;88,11;14,03;103,9
1me_C2Skin;29;13,13;32,58;2,01;4,7;-24,53;-24,31;35,54;117,25;69,02
1me_D1EON;29;17,51;50,08;-25,12;62,31;49,02;-97,17;136,32;76,02;49,68
1me_D1Skin;29;0,38;14,76;-3,15;27,62;3,14;-40,88;26,56;111,37;74,97
1me_D2EON;29;0,64;65,83;-16,28;55,17;26,91;-83,43;80,76;62,94;28,84
1me_D2Skin;29;-6,58;32,87;7,95;48,65;-19,28;-46,48;108,14;131,85;47,41
1me_E1EON;29;0,31;81,86;-17,81;-47,42;14,79;-70,84;79,35;36,12;55,96
1me_E1Skin;29;-2,17;25,03;3,92;-76,86;-74,54;-58,14;109,16;45,89;129,69
1me_E2EON;29;-16,66;63,23;-10,59;-55,59;-18,21;-63,2;77,63;34,42;58,46
1me_E2Skin;29;5,75;21,03;9,75;-39,77;-98,96;-36,99;90;153,44;63,44
1me_F1EON;29;21,49;52,19;-10,84;76,22;-23,22;-80,38;118,57;127,32;50,55
1me_F1Skin;29;-3,81;26,84;14,88;53,05;-71,75;-46,42;90;90;90
1me_F2EON;29;-5,19;64,99;10,22;57,36;-31,87;-60,31;78,73;135,67;47,87
1me_F2Skin;29;6,07;13,84;-0,07;93,77;-44,93;-91,89;109,87;131,19;47,82
1me_A1EON;30;12,07;43,46;-23,73;-10,85;91,59;-102,85;74,63;17,09;97,3
1me_A1Skin;30;-3,81;14,54;-3,9;-55,9;33,46;-75,46;55,76;39,49;72,77
1me_A2EON;30;3,88;50,67;-36,82;-29,8;71,36;-102,24;119,84;34,7;73,94
1me_A2Skin;30;3,05;-7,42;13,82;-86,38;15,05;-86,57;90;90;90
1me_B1EON;30;-0,4;34,74;-11,22;43,47;56;-94,99;122,49;50,67;123,83
1me_B1Skin;30;-13,61;15,02;11,98;42,48;28,73;-64,36;112,32;46,8;128,48
1me_B2EON;30;2,05;36,12;-19,78;29,71;87;-105,39;100,22;39,58;52,27
1me_B2Skin;30;-14,77;19,41;3,68;18,84;84,7;-96,47;111,39;46,51;128,85
1me_C1EON;30;-7,59;60,05;-29,36;-68,3;34,07;-87,31;100,6;134,22;46,15
1me_C1Skin;30;10,66;27,7;4,19;-30,68;3,09;-38,97;90;90;90
1me_C2EON;30;10,16;68,26;-48,88;-26,61;65,84;-95,85;31,01;71,15;113,65
1me_C2Skin;30;14,29;31,92;2,52;5,87;-25,19;-23,8;92,85;8,57;81,93
1me_D1EON;30;16,33;50,43;-21,14;61,13;49,36;-93,2;106,03;87,37;16,25
1me_D1Skin;30;0,38;14,76;-3,15;27,62;3,14;-40,88;90;90;90
1me_D2EON;30;2,66;64,33;-15,04;57,19;25,41;-82,19;54,21;127,79;57,9
1me_D2Skin;30;-7,42;31,05;9,79;47,81;-21,1;-44,64;108,14;131,85;47,41
1me_E1EON;30;1,45;86,03;-13,59;-46,28;18,96;-66,63;79,12;46,32;45,73
1me_E1Skin;30;-2,17;25,03;3,92;-76,86;-74,54;-58,14;90;90;90
1me_E2EON;30;-15,77;66,66;-8,41;-54,7;-14,78;-61,02;87,15;3,69;87,67
1me_E2Skin;30;5,75;21,03;9,75;-39,77;-98,96;-36,99;48,99;50,28;66,35
1me_F1EON;30;20,2;51,04;-9,6;74,93;-24,36;-79,15;131,17;120,41;56,13
1me_F1Skin;30;-3,81;26,84;14,88;53,05;-71,75;-46,42;90;90;90
1me_F2EON;30;-5,85;64;11,24;56,69;-32,85;-59,29;100,92;74,55;19,08
1me_F2Skin;30;4,17;13,34;0,62;91,87;-45,43;-91,21;90,56;135,94;45,95
1me_A1EON;31;13,89;46,73;-22,9;-9,03;94,87;-102,02;77,78;83,67;13,81
1me_A1Skin;31;-1,68;17,48;-2,77;-53,76;36,39;-74,33;55,76;39,49;72,77
1me_A2EON;31;2,52;52,2;-33,98;-31,16;72,9;-99,4;112,82;63,99;35,84
1me_A2Skin;31;3,05;-7,42;13,82;-86,38;15,05;-86,57;90;90;90
1me_B1EON;31;-1,27;37,02;-13,34;42,6;58,29;-97,11;112,59;46,88;128,37
1me_B1Skin;31;-13,61;15,02;11,98;42,48;28,73;-64,36;90;90;90
1me_B2EON;31;1,21;36,74;-20,29;28,87;87,61;-105,9;168,9;79,69;94,09
1me_B2Skin;31;-14,68;20,77;2,36;18,93;86,05;-97,79;86,31;10,21;99,5
1me_C1EON;31;-9,3;58,39;-27,58;-70;32,41;-85,53;107,57;132,05;47,28
1me_C1Skin;31;10,66;27,7;4,19;-30,68;3,09;-38,97;90;90;90
1me_C2EON;31;10,16;68,26;-48,88;-26,61;65,84;-95,85;46,52;61;122,68
1me_C2Skin;31;12,87;37,63;2,72;4,45;-19,48;-23,59;103,94;14,09;88
1me_D1EON;31;16,33;50,28;-21;61,13;49,22;-93,06;90,95;135,91;45,92
1me_D1Skin;31;0,38;14,76;-3,15;27,62;3,14;-40,88;90;90;90
1me_D2EON;31;2,69;63,68;-14,42;57,22;24,76;-81,57;55,03;128,19;57,46
1me_D2Skin;31;-6,83;32,34;8,49;48,41;-19,82;-45,94;71,87;48,16;132,6
1me_E1EON;31;1,45;86,03;-13,59;-46,28;18,96;-66,63;90;90;90
1me_E1Skin;31;-2,17;25,03;3,92;-76,86;-74,54;-58,14;66,74;48,06;50,93
1me_E2EON;31;-16,38;68,74;-10,36;-55,31;-12,7;-62,97;92,43;62,14;152,02
1me_E2Skin;31;8,27;23,49;11,29;-37,24;-96,5;-35,45;50,61;49,37;65,4
1me_F1EON;31;19,38;50,56;-9,05;74,1;-24,84;-78,59;122,59;125,27;52,14
1me_F1Skin;31;-3,81;26,84;14,88;53,05;-71,75;-46,42;90;90;90
1me_F2EON;31;-6,08;66,24;14,67;56,46;-30,61;-55,86;102,62;73,1;21,33
1me_F2Skin;31;6,06;12,76;0,98;93,76;-46;-90,84;25,08;110,36;75,98
1me_A1EON;32;12,87;43,88;-20,03;-10,04;92,01;-99,15;116,12;128,5;49,68
1me_A1Skin;32;-1,68;17,48;-2,77;-53,76;36,39;-74,33;90;90;90
1me_A2EON;32;2,62;52,09;-34,19;-31,06;72,78;-99,62;87,01;44,32;134,17
1me_A2Skin;32;3,05;-7,42;13,82;-86,38;15,05;-86,57;90;90;90
1me_B1EON;32;-0,94;35,69;-12,08;42,93;56,95;-95,85;115,05;63,62;37,86
1me_B1Skin;32;-13,61;15,02;11,98;42,48;28,73;-64,36;90;90;90
1me_B2EON;32;0,1;36,48;-19,92;27,76;87,35;-105,54;158;102,53;72,21
1me_B2Skin;32;-14,55;22,87;3,1;19,06;88,16;-97,05;80,73;21,42;70,88
1me_C1EON;32;-8,9;57,14;-26,41;-69,61;31,16;-84,36;39,57;98,02;51,58
1me_C1Skin;32;10,66;27,7;4,19;-30,68;3,09;-38,97;75,79;135,22;48,68
